#Distpc,HIP#,HD#,Vmag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,SpT,Ref_SpT,BCv,Mbol,logL,target lists,Habex#,HIP#,L-A,L-B,Hab,SR1,SR3,#lists,logR'HK,RefR'HK,vsini,RefVsini,Msun,SpT,HIP#,Teff,HD#,notes,Teff,eTeff,ref_Teff,BCv,log(g),elog(g),ref_logg,[Fe/H],e[Fe/H],ref_FeH,Rsun,Solar Twin?,"sigRV(AF,vsini)",N(<6500K),N(vsini),N(F7-K9),"N(Teff,vsini)",#lists,Sample,HIP#,HD#,NEID,HIP,solRad,_RAJ2000,_DEJ2000
13.802,HIP 53721,HD_95128,5.03,0.624,0.003,72.4528,0.1507,GaiaDR2,4.33,Sun-like,G1-V_Fe-0.5,1989ApJS...71..245K,-0.075,4.26,0.194,"L-A,L-B,Hab,SR3",84,HIP 53721,1,1,1,0,1,4,-5.060,Radick18,3.1,Glebocki05,1.07,G1-V_Fe-0.5,HIP 53721,1,HD_95128,quiet,5894,59,2013ApJ...764...78R,,4.30,0.03,2013ApJ...764...78R,0.02,0.03,2013ApJ...764...78R,1.199,0,0.00,1,2,1,4,4,MUST,HIP 53721,HD_95128,GTO,HIP 53721,1.21262249,164.86656,40.430256
10.215,HIP 29271,HD_43834,5.08,0.714,0.015,97.8983,0.0719,GaiaDR2,5.03,Sun-like,G7V,2006AJ....132..161G,-0.125,4.91,-0.068,"L-A,L-B,Hab",48,HIP 29271,1,1,2,0,0,4,-4.940,Henry96,2.3,Glebocki05,0.96,G7V,HIP 29271,1,HD_43834,quiet,5569,40,2013ApJ...764...78R,,4.43,0.03,2013ApJ...764...78R,0.11,0.05,2013ApJ...764...78R,0.994,0,0.00,1,2,1,4,4,MUST,HIP 29271,HD_43834,0,HIP 29271,0.98893902,92.56031,-74.753044
14.585,HIP 25278,HD_35296,5.00,0.544,0.004,68.5628,0.1742,GaiaDR2,4.18,Sun-like,F8V,2003AJ....126.2048G,-0.04,4.14,0.240,"L-A,L-B,Hab",94,HIP 25278,1,1,1,0,0,3,-4.378,Baliunas96,14.4,Glebocki05,1.18,F8V,HIP 25278,1,HD_35296,high vsini,6167,40,2005PASJ...57...27T,,4.26,0.08,2005PASJ...57...27T,0.05,0.04,2005PASJ...57...27T,1.155,0,0.00,1,0,1,2,3,NO,HIP 25278,HD_35296,0,HIP 25278,1.33344373,81.106094,17.383533
22.848,HIP 89348,HD_168151,4.99,0.440,0.002,43.7672,0.1423,GaiaDR2,3.20,hot,F5V,1976PASP...88...95C,-0.02,3.18,0.626,L-A,,HIP 89348,1,0,0,0,0,1,-4.545,BoroSaikia18,9.7,Glebocki05,1.33,F5V,HIP 89348,1,HD_168151,hot,6357,80,1998A&A...338..161F,,4.02,0.10,1998A&A...338..161F,-0.33,0.07,1998A&A...338..161F,1.694,0,#DIV/0!,1,1,0,2,1,NO,HIP 89348,HD_168151,0,HIP 89348,1.8662063,273.4743,64.397285
20.900,HIP 97295,HD_187013,5.00,0.476,0.004,47.8473,0.1255,GaiaDR2,3.40,hot,F5.5IV-V,2003AJ....126.2048G,-0.025,3.37,0.546,"L-A,Hab",147,HIP 97295,1,0,1,0,0,2,-4.922,Baliunas96,8.2,Glebocki05,1.29,F5.5IV-V,HIP 97295,1,HD_187013,hot,6455,28,2005PASJ...57...27T,,4.26,0.06,2005PASJ...57...27T,0.03,0.03,2005PASJ...57...27T,1.500,0,#DIV/0!,1,1,0,2,2,NO,HIP 97295,HD_187013,0,HIP 97295,1.39421114,296.60666,33.727596
18.256,HIP 38423,HD_64379,5.01,0.470,0.022,54.7755,0.1116,GaiaDR2,3.70,hot,F5V_Fe-0.5,2006AJ....132..161G,-0.02,3.68,0.423,L-A,,HIP 38423,1,0,0,0,0,1,-4.363,Gray06,48.4,Glebocki05,1.33,F5V_Fe-0.5,HIP 38423,0,HD_64379,hot,6525,80,2011A&A...530A.138C,,4.30,NA,NA,-0.50,NA,NA,1.273,0,#DIV/0!,0,0,0,0,1,NO,HIP 38423,HD_64379,0,HIP 38423,1.35194662,118.06526,-34.70544
15.739,HIP 88745,HD_165908,5.05,0.528,0.002,63.5358,0.1059,GaiaDR2,4.07,Sun-like,F9V_mw,2001AJ....121.2148G,-0.05,4.02,0.290,"L-A,L-B,Hab",108,HIP 88745,1,1,1,0,0,3,-5.020,Wright04,2.8,Glebocki05,1.14,F9V_mw,HIP 88745,0,HD_165908,quiet,6049,61,2013ApJ...764...78R,,4.18,0.03,2013ApJ...764...78R,-0.58,0.05,2013ApJ...764...78R,1.271,0,0.00,1,2,1,4,3,MUST,HIP 88745,HD_165908,0,HIP 88745,1.43709779,271.7564,30.56214
6.016,HIP 99461,HD_191408,5.32,0.868,0.018,166.2274,0.1256,GaiaDR2,6.42,Sun-like,K2.5V,2006AJ....132..161G,-0.315,6.11,-0.547,L-A,,HIP 99461,1,0,0,0,0,1,-4.982,Isaacson10,0.0,Glebocki05,0.76,K2.5V,HIP 99461,1,HD_191408,quiet,4969,66,2013ApJ...764...78R,,4.62,0.02,2013ApJ...764...78R,-0.52,0.05,2013ApJ...764...78R,0.718,0,0.00,1,2,1,4,1,WANT,HIP 99461,HD_191408,0,HIP 99461,0.7070346,302.79974,-36.10121
18.904,HIP 48113,HD_84737,5.08,0.619,0.007,52.8994,0.126,GaiaDR2,3.70,Sun-like,G0.5Va,1989ApJS...71..245K,-0.07,3.63,0.445,"L-A,L-B,Hab",137,HIP 48113,1,1,1,0,0,3,-5.085,Isaacson10,2.9,Glebocki05,1.08,G0.5Va,HIP 48113,1,HD_84737,quiet,5872,38,2013ApJ...764...78R,,4.10,0.02,2013ApJ...764...78R,0.09,0.04,2013ApJ...764...78R,1.613,0,0.00,1,2,1,4,3,MUST,HIP 48113,HD_84737,GTO,HIP 48113,1.53371882,147.14738,46.021008
7.605,HIP 7981,HD_10476,5.24,0.836,0.008,131.4903,0.1515,GaiaDR2,5.83,Sun-like,K1V,1989ApJS...71..245K,-0.23,5.60,-0.346,"L-A,L-B,Hab",25,HIP 7981,1,1,2,0,0,4,-4.912,Baliunas96,0.1,Glebocki05,0.85,K1V,HIP 7981,1,HD_10476,quiet,5196,8,2005PASJ...57...27T,,4.50,0.03,2005PASJ...57...27T,-0.01,0.01,2005PASJ...57...27T,0.829,0,0.00,1,2,1,4,4,MUST,HIP 7981,HD_10476,GTO,HIP 7981,0.8585059,25.624008,20.268505
19.534,HIP 29800,HD_43386,5.04,0.431,0.003,51.193,0.1907,GaiaDR2,3.59,hot,F5V,2003AJ....126.2048G,-0.02,3.57,0.470,"L-A,L-B,Hab",139,HIP 29800,1,1,1,0,0,3,-4.580,Duncan91,17.1,Glebocki05,1.33,F5V,HIP 29800,1,HD_43386,hot,6480,80,2000Priv.C........F,,4.27,0.10,2000Priv.C........F,-0.06,0.07,2000Priv.C........F,1.362,0,#DIV/0!,1,0,0,1,3,NO,HIP 29800,HD_43386,0,HIP 29800,1.3994573,94.110916,12.272163
15.605,HIP 86796,HD_160691,5.12,0.694,0.015,64.0817,0.1202,GaiaDR2,4.15,Sun-like,G3IV-V,2006AJ....132..161G,-0.095,4.06,0.273,"L-A,L-B,Hab,SR3",106,HIP 86796,1,1,1,0,1,4,-5.040,Saffe05,3.8,Glebocki05,1.00,G3IV-V,HIP 86796,1,HD_160691,quiet,5845,66,2014A&A...564A.133J,,4.27,0.02,2014A&A...564A.133J,0.35,0.01,2014A&A...564A.133J,1.335,0,0.00,1,2,1,4,4,MUST,HIP 86796,HD_160691,0,HIP 86796,1.21348335,266.03625,-51.834053
23.230,HIP 3810,HD_4676,5.07,0.502,0.004,43.0469,0.1636,GaiaDR2,3.24,Sun-like,F8V,2003AJ....126.2048G,-0.04,3.20,0.616,L-A,,HIP 3810,1,0,0,0,0,1,-4.917,Gray03,3.6,Glebocki05,1.18,F8V,HIP 3810,1,HD_4676,hot,6272,80,2011A&A...530A.138C,,4.07,NA,2017MNRAS.469.3042N,0.00,0.07,2017MNRAS.469.3042N,1.721,0,0.00,1,2,1,4,1,WANT,HIP 3810,HD_4676,0,HIP 3810,1.65949031,12.244617,16.940643
20.965,HIP 25110,HD_33564,5.08,0.506,0.002,47.6977,0.168,GaiaDR2,3.47,Sun-like,F7V,2003AJ....126.2048G,-0.035,3.44,0.521,"L-A,L-B,Hab",148,HIP 25110,1,1,1,0,0,3,-4.979,Schroder09,11.7,Glebocki05,1.21,F7V,HIP 25110,1,HD_33564,high vsini,6554,93,2010MNRAS.403.1368G,,4.49,0.05,2010MNRAS.403.1368G,0.21,0.06,2010MNRAS.403.1368G,1.413,0,0.00,0,0,1,1,3,NO,HIP 25110,HD_33564,0,HIP 25110,1.03615952,80.63972,79.23115
14.959,HIP 95447,HD_182572,5.17,0.761,0.018,66.848,0.0913,GaiaDR2,4.30,Sun-like,G7IV_Hdel1,1989ApJS...71..245K,-0.125,4.17,0.228,"L-A,L-B,Hab",99,HIP 95447,1,1,1,0,0,3,-5.099,Baliunas96,1.9,Glebocki05,0.95,G7IV_Hdel1,HIP 95447,1,HD_182572,quiet,5530,21,2015A&A...574A..50J,,4.05,0.04,2015A&A...574A..50J,0.34,0.02,2015A&A...574A..50J,1.416,0,0.00,1,2,1,4,3,MUST,HIP 95447,HD_182572,GTO,HIP 95447,1.52368614,291.2425,11.944415
27.061,HIP 108036,HD_207958,5.08,0.378,0.011,36.9539,0.1746,GaiaDR2,2.92,hot,F2V,2006AJ....132..161G,-0.005,2.91,0.731,L-A,,HIP 108036,1,0,0,0,0,1,-4.479,Duncan91,74.6,Glebocki05,1.44,F2V,HIP 108036,1,HD_207958,hot,6806,80,2011A&A...530A.138C,,4.13,NA,2003A&A...398.1121E,-0.08,NA,2003A&A...398.1121E,1.668,0,#DIV/0!,0,0,0,0,1,NO,HIP 108036,HD_207958,0,HIP 108036,1.71086212,328.32404,-13.551768
19.535,HIP 97675,HD_187691,5.12,0.551,0.002,51.1912,0.1634,GaiaDR2,3.66,Sun-like,F8V,2001AJ....121.2148G,-0.04,3.62,0.446,Hab,140,HIP 97675,0,0,1,0,0,1,-5.100,Radick18,2.8,Glebocki05,1.25,F8V,HIP 97675,1,HD_187691,,6124,14,2014A&A...561A...7R,,4.21,0.03,2014A&A...561A...7R,0.13,0.01,2014A&A...561A...7R,1.485,,,1,2,1,4,1,WANT,HIP 97675,HD_187691,0,HIP 97675,,,_
25.121,HIP 23941,HD_33256,5.11,0.455,0.026,39.8072,0.143,GaiaDR2,3.11,hot,F5.5VkF4mF2,2003AJ....126.2048G,-0.025,3.08,0.662,L-A,,HIP 23941,1,0,0,0,0,1,-4.767,Gray03,9.2,Glebocki05,1.29,F5.5VkF4mF2,HIP 23941,1,HD_33256,hot,6421,66,2013ApJ...764...78R,,4.05,0.02,2013ApJ...764...78R,-0.33,0.06,2013ApJ...764...78R,1.732,0,#DIV/0!,1,1,0,2,1,NO,HIP 23941,HD_33256,0,HIP 23941,1.77553226,77.18208,-4.4562073
3.495,HIP 104217,HD_201092,6.05,1.309,0.012,286.1457,0.059,GaiaDR2,8.33,Sun-like,K7V,1989ApJS...71..245K,-0.95,7.38,-1.057,"L-A,L-B,Hab",4,HIP 104217,1,1,3,0,0,5,-4.891,Baliunas96,1.8,Glebocki05,0.63,K7V,HIP 104217,1,HD_201092,slightly active,4045,25,2014A&A...564A.133J,,4.53,0.04,2014A&A...564A.133J,-0.38,0.03,2014A&A...564A.133J,0.603,0,0.00,1,2,1,4,5,MUST,HIP 104217,HD_201092,GTO,HIP 104217,0.71400949,316.73026,38.742054
18.227,HIP 40843,HD_69897,5.13,0.487,0.004,54.864,0.1728,GaiaDR2,3.83,hot,F6V,2003AJ....126.2048G,-0.03,3.80,0.377,"L-A,L-B,Hab",131,HIP 40843,1,1,1,0,0,3,-4.825,Isaacson10,4.3,Glebocki05,1.25,F6V,HIP 40843,1,HD_69897,hot,6347,63,2013ApJ...764...78R,,4.30,0.03,2013ApJ...764...78R,-0.26,0.05,2013ApJ...764...78R,1.277,0,#DIV/0!,1,2,0,3,3,NO,HIP 40843,HD_69897,0,HIP 40843,1.31065601,125.01608,27.217707
25.300,HIP 74605,HD_136064,5.15,0.550,0.004,39.526,0.1005,GaiaDR2,3.13,Sun-like,F8V,2003AJ....126.2048G,-0.04,3.09,0.658,L-A,,HIP 74605,1,0,0,0,0,1,-5.014,BoroSaikia18,4.4,Glebocki05,1.18,F8V,HIP 74605,1,HD_136064,quiet,6164,20,2005PASJ...57...27T,,4.03,0.04,2005PASJ...57...27T,0.04,0.02,2005PASJ...57...27T,1.871,0,0.00,1,2,1,4,1,WANT,HIP 74605,HD_136064,0,HIP 74605,1.73769961,228.65974,67.346725
19.659,HIP 45333,HD_79028,5.18,0.605,0.003,50.8675,0.1742,GaiaDR2,3.71,Sun-like,G0IV-V,2003AJ....126.2048G,-0.065,3.65,0.437,"L-A,L-B,Hab",142,HIP 45333,1,1,1,0,0,3,-5.180,Hall07,4.8,Glebocki05,1.08,G0IV-V,HIP 45333,1,HD_79028,quiet,5973,72,2013ApJ...764...78R,,4.13,0.03,2013ApJ...764...78R,0.05,0.04,2013ApJ...764...78R,1.545,0,0.00,1,2,1,4,3,MUST,HIP 45333,HD_79028,0,HIP 45333,1.48165006,138.58559,61.423317
17.538,HIP 64792,HD_115383,5.19,0.585,0.007,57.0186,0.2524,GaiaDR2,3.97,Sun-like,G0IV,2001AJ....121.2148G,-0.065,3.91,0.334,"L-A,L-B,Hab",123,HIP 64792,1,1,1,0,0,3,-4.443,Baliunas96,6.3,Glebocki05,1.08,G0IV,HIP 64792,1,HD_115383,active,6120,20,2005PASJ...57...27T,,4.25,0.05,2005PASJ...57...27T,0.21,0.03,2005PASJ...57...27T,1.307,0,0.00,1,1,1,3,3,WANT,HIP 64792,HD_115383,0,HIP 64792,1.29046342,199.19382,9.424156
23.368,HIP 72603,HD_130819,5.15,0.401,0.007,42.7927,0.1965,GaiaDR2,3.31,hot,F4V,2006AJ....132..161G,-0.015,3.29,0.579,L-A,,HIP 72603,1,0,0,0,0,1,-4.159,BoroSaikia18,8.7,Glebocki05,1.39,F4V,HIP 72603,1,HD_130819,hot,6598,80,2000Priv.C........F,,4.18,0.10,2000Priv.C........F,-0.10,0.07,2000Priv.C........F,1.491,0,#DIV/0!,0,1,0,1,1,NO,HIP 72603,HD_130819,0,HIP 72603,1.58686981,222.67159,-15.997237
15.880,HIP 3909,HD_4813,5.17,0.514,0.011,62.9723,0.1614,GaiaDR2,4.17,Sun-like,F7V,2003AJ....126.2048G,-0.035,4.13,0.244,"L-A,L-B,Hab",110,HIP 3909,1,1,1,0,0,3,-4.865,Isaacson10,3.9,Glebocki05,1.21,F7V,HIP 3909,1,HD_4813,hot,6203,80,2008MNRAS.384..173F,,4.27,0.10,2008MNRAS.384..173F,-0.15,0.07,2008MNRAS.384..173F,1.146,0,0.00,1,2,1,4,3,MUST,HIP 3909,HD_4813,0,HIP 3909,1.33483171,12.53163,-10.644325
27.518,HIP 55779,HD_99453,5.18,0.495,0.007,36.3405,0.1296,GaiaDR2,2.98,Sun-like,F7V,2006AJ....132..161G,-0.035,2.95,0.717,L-A,,HIP 55779,1,0,0,0,0,1,-4.694,BoroSaikia18,17.9,Glebocki05,1.21,F7V,HIP 55779,1,HD_99453,high vsini,6368,80,2011A&A...530A.138C,,4.30,NA,NA,0.00,0.00,NA,1.876,0,0.00,1,0,1,2,1,NO,HIP 55779,HD_99453,0,HIP 55779,1.28951504,171.42978,-63.972473
26.191,HIP 44143,HD_77370,5.17,0.417,0.005,38.1808,0.1737,GaiaDR2,3.08,hot,F4V,2006AJ....132..161G,-0.015,3.06,0.670,L-A,,HIP 44143,1,0,0,0,0,1,-4.613,Schroder09,81.3,Glebocki05,1.39,F4V,HIP 44143,1,HD_77370,hot,6718,80,2011A&A...530A.138C,,4.20,NA,NA,0.00,0.00,NA,1.597,0,#DIV/0!,0,0,0,0,1,NO,HIP 44143,HD_77370,0,HIP 44143,1.55074828,134.85075,-59.083714
26.821,HIP 51814,HD_91480,5.16,0.349,0.019,37.2837,0.1362,GaiaDR2,3.02,hot,F2V,2003AJ....126.2048G,-0.005,3.01,0.691,L-A,,HIP 51814,1,0,0,0,0,1,-4.451,BoroSaikia18,52.2,Glebocki05,1.44,F2V,HIP 51814,1,HD_91480,hot,6898,80,2011A&A...530A.138C,,4.20,NA,NA,0.00,0.00,NA,1.551,0,#DIV/0!,0,0,0,0,1,NO,HIP 51814,HD_91480,0,HIP 51814,1.57839306,158.79039,57.082638
22.658,HIP 79607,HD_146361,5.23,0.599,0.007,44.1346,0.0644,GaiaDR2,3.45,Sun-like,G1IV-V(k),2003AJ....126.2048G,-0.075,3.38,0.544,L-A,,HIP 79607,1,0,0,0,0,1,-4.646,Isaacson10,26.0,Glebocki05,1.07,G1IV-V(k),HIP 79607,0,HD_146361,high vsini,5904,80,2011A&A...530A.138C,,4.00,NA,NA,0.00,0.00,NA,1.789,0,0.00,1,0,1,2,1,NO,HIP 79607,HD_146361,0,HIP 79607,1.71287517,243.67023,33.858612
12.046,HIP 15371,HD_20807,5.24,0.600,0.009,83.0122,0.1888,GaiaDR2,4.84,Sun-like,G1V,1989ApJS...71..245K,-0.075,4.76,-0.008,"L-A,L-B,Hab",66,HIP 15371,1,1,1,0,0,3,-4.787,Henry96,2.7,Glebocki05,1.07,G1V,HIP 15371,1,HD_20807,slightly active,5852,49,2013ApJ...764...78R,,4.43,0.02,2013ApJ...764...78R,-0.25,0.05,2013ApJ...764...78R,0.964,0,0.00,1,2,1,4,3,MUST,HIP 15371,HD_20807,0,HIP 15371,1.04406082,49.553413,-62.506363
9.579,HIP 56997,HD_101501,5.31,0.723,0.014,104.3904,0.1287,GaiaDR2,5.40,Sun-like,G8V,1989ApJS...71..245K,-0.14,5.26,-0.209,"L-A,L-B,Hab",43,HIP 56997,1,1,2,0,0,4,-4.546,Baliunas96,2.3,Glebocki05,0.94,G8V,HIP 56997,1,HD_101501,active,5528,37,2013ApJ...764...78R,,4.53,0.02,2013ApJ...764...78R,-0.05,0.05,2013ApJ...764...78R,0.857,0,0.00,1,2,1,4,4,MUST,HIP 56997,HD_101501,0,HIP 56997,0.87216295,175.26256,34.201637
20.881,HIP 29650,HD_43042,5.20,0.430,0.000,47.8905,0.2561,GaiaDR2,3.60,hot,F5.5IV-V,2003AJ....126.2048G,-0.025,3.58,0.466,L-A,,HIP 29650,1,0,0,0,0,1,-4.799,Schroder09,8.6,Glebocki05,1.29,F5.5IV-V,HIP 29650,1,HD_43042,hot,6539,65,2013ApJ...764...78R,,4.29,0.02,2013ApJ...764...78R,0.03,0.04,2013ApJ...764...78R,1.332,0,#DIV/0!,0,1,0,1,1,NO,HIP 29650,HD_43042,0,HIP 29650,1.34687931,93.71198,19.156448
23.940,HIP 99031,HD_191026,5.38,0.850,0.000,41.7718,0.0845,GaiaDR2,3.48,Sun-like,K0IV,2003AJ....126.2048G,-0.19,3.29,0.578,L-A,,HIP 99031,1,0,0,0,0,1,-4.976,Gray03,2.6,Glebocki05,1.22,K0IV,HIP 99031,1,HD_191026,quiet,5108,26,2015A&A...574A..50J,,3.74,0.07,2015A&A...574A..50J,-0.02,0.05,2015A&A...574A..50J,2.485,0,0.00,1,2,1,4,1,WANT,HIP 99031,HD_191026,0,HIP 99031,2.23374611,301.5907,35.97247
22.945,HIP 111449,HD_213845,5.21,0.446,0.009,43.5816,0.1436,GaiaDR2,3.41,hot,F5V,2006AJ....132..161G,-0.02,3.39,0.541,"L-A,L-B",,HIP 111449,1,1,0,0,0,2,-4.512,Schroder09,34.7,Glebocki05,1.33,F5V,HIP 111449,1,HD_213845,hot,6605,80,2011A&A...530A.138C,,4.28,0.02,1999A&A...352..555A,0.03,0.05,2016ApJ...826..171G,1.424,0,#DIV/0!,0,0,0,0,2,NO,HIP 111449,HD_213845,0,HIP 111449,1.38343748,338.6735,-20.708216
16.648,HIP 32480,HD_48682,5.24,0.575,0.005,60.067,0.1932,GaiaDR2,4.13,Sun-like,F9V,2003AJ....126.2048G,-0.05,4.08,0.263,"L-A,L-B,Hab",115,HIP 32480,1,1,1,0,0,3,-4.930,Hall07,3.6,Glebocki05,1.14,F9V,HIP 32480,1,HD_48682,,6064,44,2005ApJS..159..141V,,4.33,0.06,2005ApJS..159..141V,0.12,0.03,2005ApJS..159..141V,1.226,0,0.00,1,2,1,4,3,MUST,HIP 32480,HD_48682,GTO,HIP 32480,1.20916697,101.684746,43.577427
6.532,HIP 114622,HD_219134,5.57,1.000,0.000,153.0808,0.0895,GaiaDR2,6.49,Sun-like,K3V,1989ApJS...71..245K,-0.37,6.12,-0.554,Hab,21,HIP 114622,0,0,2,0,0,2,-4.922,BoroSaikia18,1.8,Glebocki05,0.75,K3V,HIP 114622,1,HD_219134,quiet,4833,60,2013ApJ...764...78R,,4.59,0.02,2013ApJ...764...78R,0.00,0.06,2013ApJ...764...78R,0.754,0,0.00,1,2,1,4,2,MUST,HIP 114622,HD_219134,GTO,HIP 114622,0.72705015,348.32074,57.168354
27.247,HIP 3505,HD_4247,5.22,0.350,0.022,36.701,0.1296,GaiaDR2,3.04,hot,F3V_Fe-1,2006AJ....132..161G,-0.01,3.03,0.683,L-A,,HIP 3505,1,0,0,0,0,1,,,40.9,Glebocki05,1.43,F3V_Fe-1,HIP 3505,1,HD_4247,hot,6829,95,2006A&A...458..293P,,4.20,NA,NA,-1.00,0.00,NA,1.568,0,#DIV/0!,0,0,0,0,1,NO,HIP 3505,HD_4247,0,HIP 3505,1.57290292,11.184982,-22.006136
5.882,HIP 73184,HD_131977,5.72,1.024,0.015,170.0112,0.0851,GaiaDR2,6.87,Sun-like,K4V,1989ApJS...71..245K,-0.51,6.36,-0.649,"L-A,Hab",17,HIP 73184,1,0,3,0,0,4,-4.484,Henry96,3.5,Glebocki05,0.72,K4V,HIP 73184,1,HD_131977,active,4744,44,2005ApJS..159..141V,,4.76,0.06,2005ApJS..159..141V,0.12,0.03,2005ApJS..159..141V,0.701,0,0.00,1,2,1,4,4,MUST,HIP 73184,HD_131977,0,HIP 73184,0.58573336,224.36667,-21.415476
21.648,HIP 950,HD_739,5.24,0.459,0.002,46.1936,0.1565,GaiaDR2,3.56,hot,F5V,2006AJ....132..161G,-0.02,3.54,0.479,L-A,,HIP 950,1,0,0,0,0,1,-4.715,Gray06,10.0,Glebocki05,1.33,F5V,HIP 950,1,HD_739,hot,6495,85,2013ApJ...764...78R,,4.30,0.03,2013ApJ...764...78R,-0.11,0.04,2013ApJ...764...78R,1.371,0,#DIV/0!,1,0,0,1,1,NO,HIP 950,HD_739,0,HIP 950,1.35194662,2.9333694,-35.13312
20.454,HIP 110649,HD_212330,5.31,0.665,0.012,48.8901,0.1153,GaiaDR2,3.76,Sun-like,G2IV-V,2006AJ....132..161G,-0.085,3.67,0.428,"L-A,L-B",,HIP 110649,1,1,0,0,0,2,-5.070,Henry96,1.8,Glebocki05,1.02,G2IV-V,HIP 110649,1,HD_212330,quiet,5739,44,2005ApJS..159..141V,,4.15,0.06,2005ApJS..159..141V,0.05,0.03,2005ApJS..159..141V,1.655,0,0.00,1,2,1,4,2,MUST,HIP 110649,HD_212330,0,HIP 110649,1.40712879,336.23495,-57.797417
22.730,HIP 51502,HD_90089,5.25,0.399,0.004,43.9944,0.2712,GaiaDR2,3.47,hot,F4VkF2mF2,2003AJ....126.2048G,-0.015,3.45,0.515,"L-A,L-B",,HIP 51502,1,1,0,0,0,2,S=0.1207,Duncan91,94.2,Glebocki05,1.39,F4VkF2mF2,HIP 51502,1,HD_90089,hot,6758,90,2011A&A...530A.138C,,4.20,NA,NA,0.00,0.00,NA,1.320,0,#DIV/0!,0,0,0,0,2,NO,HIP 51502,HD_90089,0,HIP 51502,1.55074828,157.76944,82.558586
3.971,HIP 105090,HD_202560,6.69,1.397,0.002,251.8295,0.0559,GaiaDR2,8.70,M dwarf,M1V,1989ApJS...71..245K,-1.44,7.26,-1.006,"L-A,L-B,Hab",10,HIP 105090,1,1,2,0,0,4,-4.605,BoroSaikia18,0.9,Glebocki05,0.49,M1V,HIP 105090,1,HD_202560,Mdwarf,3599,52,2005ApJ...626..446R,,4.78,0.02,2007ApJS..168..297T,-0.39,0.06,2016ApJ...826..171G,0.808,0,0.00,1,2,0,3,4,WANT(M),HIP 105090,HD_202560,0,HIP 105090,0.47220627,319.31363,-38.867363
11.203,HIP 47080,HD_82885,5.40,0.770,0.002,89.2581,0.1928,GaiaDR2,5.15,Sun-like,G8Va,1989ApJS...71..245K,-0.14,5.01,-0.109,"L-A,L-B,Hab",59,HIP 47080,1,1,1,0,0,3,-4.638,Baliunas96,2.3,Glebocki05,0.94,G8Va,HIP 47080,1,HD_82885,active,5511,45,2013ApJ...764...78R,,4.46,0.03,2013ApJ...764...78R,0.28,0.06,2013ApJ...764...78R,0.967,0,0.00,1,2,1,4,3,MUST,HIP 47080,HD_82885,0,HIP 47080,0.94536108,143.9146,35.810135
14.926,HIP 49081,HD_86728,5.37,0.676,0.004,66.9958,0.2141,GaiaDR2,4.50,Sun-like,G3Va_Hdel1,1989ApJS...71..245K,-0.095,4.41,0.134,"L-A,L-B,Hab",97,HIP 49081,1,1,1,0,0,3,-5.130,Radick18,1.8,Glebocki05,1.00,G3Va_Hdel1,HIP 49081,1,HD_86728,quiet,5753,41,2010MNRAS.403.1368G,,4.30,0.04,2010MNRAS.403.1368G,0.26,0.03,2010MNRAS.403.1368G,1.174,0,0.00,1,2,1,4,3,MUST,HIP 49081,HD_86728,GTO,HIP 49081,1.17228638,150.25273,31.923672
12.908,HIP 80337,HD_147513,5.37,0.625,0.008,77.4716,0.1391,GaiaDR2,4.82,Sun-like,G1V_CH-0.4,2006AJ....132..161G,-0.075,4.74,0.000,"L-A,L-B,Hab",76,HIP 80337,1,1,1,0,0,3,-4.450,Saffe05,2.2,Glebocki05,1.07,G1V_CH-0.4,HIP 80337,1,HD_147513,active,5858,18,2008A&A...487..373S,,4.50,0.03,2008A&A...487..373S,0.03,0.01,2008A&A...487..373S,0.971,1,0.00,1,2,1,4,3,MUST,HIP 80337,HD_147513,0,HIP 80337,0.96322049,246.00537,-39.19298
8.786,HIP 84720,HD_156274,5.47,0.764,0.400,113.8158,0.1227,GaiaDR2,5.75,Sun-like,G9V,1984ApJS...55..657C,-0.16,5.59,-0.340,L-A,,HIP 84720,1,0,0,0,0,1,-4.941,BoroSaikia18,1.8,Glebocki05,0.90,G9V,HIP 84720,0,HD_156274,quiet,5273,60,2013ApJ...764...78R,,4.53,0.03,2013ApJ...764...78R,-0.32,0.05,2013ApJ...764...78R,0.810,0,0.00,1,2,1,4,1,WANT,HIP 84720,HD_156274,0,HIP 84720,0.85340456,259.76596,-46.636234
14.545,HIP 84862,HD_157214,5.39,0.619,0.003,68.7539,0.0904,GaiaDR2,4.58,Sun-like,G0V,2001AJ....121.2148G,-0.065,4.51,0.090,Hab,93,HIP 84862,0,0,1,0,0,1,-4.993,Isaacson10,1.6,Glebocki05,0.94,G0V,HIP 84862,0,HD_157214,,5750,60,2013ApJ...764...78R,,4.26,0.03,2013ApJ...764...78R,-0.39,0.04,2013ApJ...764...78R,1.118,0,0.00,1,2,1,4,1,WANT,HIP 84862,HD_157214,GTO,HIP 84862,,,_
25.594,HIP 6706,HD_8723,5.35,0.395,0.004,39.0724,0.1494,GaiaDR2,3.31,hot,F2V,2003AJ....126.2048G,-0.005,3.30,0.574,L-A,,HIP 6706,1,0,0,0,0,1,-4.423,BoroSaikia18,59.8,Glebocki05,1.44,F2V,HIP 6706,1,HD_8723,hot,6817,157,2011A&A...530A.138C,,4.20,NA,NA,0.00,0.00,NA,1.389,0,#DIV/0!,0,0,0,0,1,NO,HIP 6706,HD_8723,0,HIP 6706,1.57839306,21.563591,19.172346
