_RAJ2000,_DEJ2000,RAhms,DEdms,pc,HIP_2,HD_2,mag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,MK,Ref_SpT,BCv_2,Mbol,log(L/Lsun),Habex,HIP_2a,L-A,L-B,Hab,SR1,SR3,lists_2,logR'HK,RefR'HK,kms,RefVsini,Msun,SpT,HIP_2b,Teff,HD_2a,notes,K,eTeff,ref_Teff,BCv_2a,cms,elog(g),ref_logg,Sun,e[Fe/H],ref_FeH,Rsun,Solar Twin?,N(<6500K),N(vsini),N(F7-K9),lists_2a,Sample,Name,solRad
164.86656,40.430256,10 59 28.22,+40 25 48.4,13.802,HIP_53721_,HD_95128_,5.03,0.624,0.003,72.4528,0.1507,GaiaDR2,4.33,Sun-like,G1-V_Fe-0.5,1989ApJS...71..245K,-0.075,4.26,0.194,84,HIP_53721_,1,1,1,0,1,4,-5.06,Radick18,3.1,Glebocki05,1.07,G1-V_Fe-0.5,HIP_53721_,1,HD_95128_,quiet,5894,59,2013ApJ...764...78R,,4.3,0.03,2013ApJ...764...78R,0.02,0.03,2013ApJ...764...78R,1.199,0,1,2,1,4,MUST,HIP_53721,1.37425595421848
101.684746,43.577427,06 46 44.34,+43 34 37.3,16.648,HIP_32480_,HD_48682_,5.24,0.575,0.005,60.067,0.1932,GaiaDR2,4.13,Sun-like,F9V,2003AJ....126.2048G,-0.05,4.08,0.263,115,HIP_32480_,1,1,1,0,0,3,-4.93,Hall07,3.6,Glebocki05,1.14,F9V,HIP_32480_,1,HD_48682_,,6064,44,2005ApJS..159..141V,,4.33,0.06,2005ApJS..159..141V,0.12,0.03,2005ApJS..159..141V,1.226,0,1,2,1,3,MUST,HIP_32480,1.28253027967027
101.55896,79.56481,06 46 14.47,+79 33 58.6,18.205,HIP_32439_,HD_46588_,5.44,0.525,0.003,54.9292,0.1076,GaiaDR2,4.14,Sun-like,F8V,2003AJ....126.2048G,-0.04,4.1,0.256,130,HIP_32439_,1,1,1,0,0,3,-4.93,Duncan91,4.5,Glebocki05,1.18,F8V,HIP_32439_,1,HD_46588_,hot,6300,50,2003AJ....126.2015H,,4.6,0.05,2003AJ....126.2015H,-0.1,0.08,2003AJ....126.2015H,1.128,0,1,2,1,3,MUST,HIP_32439,0.688759539990568
1.6532665,29.021502,00 06 36.53,+29 01 19.0,13.779,HIP_544_,HD_166_,6.07,0.752,0.003,72.5764,0.0498,GaiaDR2,5.37,Sun-like,G8V,2003AJ....126.2048G,-0.14,5.23,-0.198,83,HIP_544_,1,1,1,0,0,3,-4.384,Isaacson10,3.6,Glebocki05,0.94,G8V,HIP_544_,1,HD_166_,active,5458,40,2013ApJ...764...78R,,4.52,0.02,2013ApJ...764...78R,0.14,0.06,2013ApJ...764...78R,0.891,0,1,2,1,3,MUST,HIP_544,0.82807109893411
12.53163,-10.644325,00 50 07.72,-10 38 37.6,15.88,HIP_3909_,HD_4813_,5.17,0.514,0.011,62.9723,0.1614,GaiaDR2,4.17,Sun-like,F7V,2003AJ....126.2048G,-0.035,4.13,0.244,110,HIP_3909_,1,1,1,0,0,3,-4.865,Isaacson10,3.9,Glebocki05,1.21,F7V,HIP_3909_,1,HD_4813_,hot,6203,80,2008MNRAS.384..173F,,4.27,0.1,2008MNRAS.384..173F,-0.15,0.07,2008MNRAS.384..173F,1.146,0,1,2,1,3,MUST,HIP_3909,1.47254178528283
55.980595,-19.110899,03 43 55.15,-19 06 40.6,13.955,HIP_17420_,HD_23356_,7.1,0.927,0.002,71.6588,0.0364,GaiaDR2,6.38,Sun-like,K2.5V,2006AJ....132..161G,-0.315,6.06,-0.529,_,HIP_17420_,1,1,0,0,0,2,-4.807,Gray06,3,Glebocki05,0.76,K2.5V,HIP_17420_,1,HD_23356_,slightly active,4930,36,2012A&A...547A..13T,,4.41,0.09,2012A&A...547A..13T,-0.17,0.01,2012A&A...547A..13T,0.746,0,1,2,1,2,MUST,HIP_17420,1.06676222197191
49.44235,-62.57532,03 17 44.47,-62 34 36.8,12.039,HIP_15330_,HD_20766_,5.53,0.641,0.007,83.0625,0.0739,GaiaDR2,5.13,Sun-like,G2.5V_Hdel1,1989ApJS...71..245K,-0.09,5.04,-0.119,65,HIP_15330_,1,1,1,0,0,3,-4.646,Henry96,2.7,Glebocki05,1.01,G2.5V_Hdel1,HIP_15330_,1,HD_20766_,active,5712,48,2013ApJ...764...78R,,4.48,0.03,2013ApJ...764...78R,-0.24,0.05,2013ApJ...764...78R,0.891,0,1,2,1,3,MUST,HIP_15330,0.907961904837576
271.7564,30.56214,18 07 01.61,+30 33 42.7,15.739,HIP_88745_,HD_165908_,5.05,0.528,0.002,63.5358,0.1059,GaiaDR2,4.07,Sun-like,F9V_mw,2001AJ....121.2148G,-0.05,4.02,0.29,108,HIP_88745_,1,1,1,0,0,3,-5.02,Wright04,2.8,Glebocki05,1.14,F9V_mw,HIP_88745_,0,HD_165908_,quiet,6049,61,2013ApJ...764...78R,,4.18,0.03,2013ApJ...764...78R,-0.58,0.05,2013ApJ...764...78R,1.271,0,1,2,1,3,MUST,HIP_88745,1.81162217214978
119.44548,-60.30307,07 57 46.30,-60 18 12.1,16.199,HIP_38908_,HD_65907_,5.59,0.573,0.009,61.7309,0.0685,GaiaDR2,4.54,Sun-like,F9.5V,2006AJ....132..161G,-0.06,4.48,0.103,114,HIP_38908_,1,1,1,0,0,3,-4.79,Henry96,2.7,Glebocki05,1.11,F9.5V,HIP_38908_,1,HD_65907_,slightly active,5945,16,2008A&A...487..373S,,4.52,0.02,2008A&A...487..373S,-0.31,0.01,2008A&A...487..373S,1.061,0,1,2,1,3,MUST,HIP_38908,0.82807109893411
11.439971,-47.551987,00 45 45.43,-47 33 07.8,14.994,HIP_3583_,HD_4391_,5.8,0.635,0.003,66.6937,0.0962,GaiaDR2,4.92,Sun-like,G5V_Fe-0.8,2006AJ....132..161G,-0.105,4.82,-0.03,100,HIP_3583_,1,1,1,0,0,3,-4.55,Henry96,3.6,Glebocki05,0.98,G5V_Fe-0.8,HIP_3583_,1,HD_4391_,active,5878,53,2004A&A...415.1153S,,4.74,0.15,2004A&A...415.1153S,-0.03,0.06,2004A&A...415.1153S,0.931,0,1,2,1,3,MUST,HIP_3583,0.498962178613875
103.07521,-5.173713,06 52 18.37,-05 10 25.3,8.749,HIP_32984_,HD_50281_,6.58,1.056,0.011,114.2968,0.0465,GaiaDR2,6.87,Sun-like,K3.5V,2003AJ....126.2048G,-0.44,6.43,-0.676,32,HIP_32984_,0,0,2,0,0,2,-4.554,BoroSaikia18,2.7,Glebocki05,0.79,K3.5V,HIP_32984_,,HD_50281_,,4758,44,2005ApJS..159..141V,,4.5,0.05,2003AJ....126.2015H,-0.07,0.04,2004A&A...415.1153S,0.676,0,1,2,1,2,MUST,HIP_32984,0.867096887509786
